day,day2,time,open_at_915,top,bottom,close_at_915,expiry_date,strike_price,right,target,SL,input_price,exit_price,PL,trade,month,year,day_max,PL_TLSL,Result,,
17-12-2018,Monday,10:18,26915.4,26979.9,26915.4,26979.9,27-Dec-18,27000,PE,50,25,224.25,200,24.25,T236,12,2018,37.15,24.25,1,,
18-12-2018,Tuesday,10:21,26917.3,26958.9,26858.9,26900.5,27-Dec-18,26900,CE,100,50,260.4,310.7,-50.3,T237,12,2018,4.5,-45.5,0,,
19-12-2018,Wednesday,10:06,27229.1,27310.2,27229.1,27310.2,27-Dec-18,27300,PE,50,25,172,205.75,-33.75,T238,12,2018,1.75,-23.25,0,,
20-12-2018,Thursday,10:03,27128.7,27179.6,27128.7,27179.6,27-Dec-18,27200,PE,50,25,159.85,185.95,-26.1,T239,12,2018,6.85,-18.15,0,,
21-12-2018,Friday,10:12,27261.2,27309.75,27209.75,27258.3,03-Jan-19,27200,CE,100,50,330,228,102,T240,12,2018,102,102,1,,
24-12-2018,Monday,10:03,26877.1,26877.1,26799.6,26799.6,03-Jan-19,26800,CE,50,25,300,335.25,-35.25,T241,12,2018,27.15,2.15,1,,
26-12-2018,Wednesday,10:03,26634,26661.7,26561.7,26589.4,03-Jan-19,26500,CE,100,50,281,334.5,-53.5,T242,12,2018,20.65,-29.35,0,,
27-12-2018,Thursday,10:03,27200.7,27262.45,27162.45,27224.2,03-Jan-19,27000,CE,100,50,225.55,277,-51.45,T243,12,2018,37.55,-12.45,0,,
28-12-2018,Friday,10:03,27048.4,27115.9,27015.9,27083.4,10-Jan-19,27200,PE,100,50,282,260.5,21.5,T244,12,2018,31.65,21.5,1,,
31-12-2018,Monday,10:03,27267.8,27315.8,27215.8,27263.8,10-Jan-19,27200,CE,100,50,284.15,286,-1.85,T245,12,2018,28.3,-1.85,0,,
01-01-2019,Tuesday,10:03,27231.4,27260.85,27160.85,27190.3,10-Jan-19,27100,CE,100,50,260.45,315,-54.55,T246,1,2019,22.6,-27.4,0,,
02-01-2019,Wednesday,10:06,27297,27328.3,27228.3,27259.6,10-Jan-19,27300,PE,100,50,220.3,292.5,-72.2,T247,1,2019,29.95,-20.05,0,,
03-01-2019,Thursday,10:42,27181.6,27181.6,27116.4,27116.4,10-Jan-19,27100,CE,50,25,259.95,205,54.95,T248,1,2019,54.95,54.95,1,,
04-01-2019,Friday,10:24,26999.7,27053.05,26953.05,27006.4,17-Jan-19,26900,CE,100,50,399.25,451.5,-52.25,T249,1,2019,0,-50,0,,
07-01-2019,Monday,10:03,27378.7,27439.3,27339.3,27399.9,17-Jan-19,27500,PE,100,50,275.95,326.35,-50.4,T250,1,2019,9.2,-40.8,0,,
08-01-2019,Tuesday,10:06,27301.9,27301.9,27184.6,27184.6,17-Jan-19,27300,PE,58.65,29.325,232.85,265.15,-32.3,T251,1,2019,6.85,-22.475,0,,
09-01-2019,Wednesday,10:06,27651.2,27707.2,27607.2,27663.2,17-Jan-19,27600,CE,100,50,229.1,281.5,-52.4,T252,1,2019,71.7,21.7,1,,
10-01-2019,Thursday,10:03,27713.6,27713.6,27611.4,27611.4,17-Jan-19,27600,CE,51.1,25.55,225.15,200,25.15,T253,1,2019,39.6,25.15,1,,
11-01-2019,Friday,10:03,27602.8,27643.05,27543.05,27583.3,24-Jan-19,27500,CE,100,50,336.2,278,58.2,T254,1,2019,59.95,58.2,1,,
14-01-2019,Monday,10:03,27389.2,27389.2,27270.6,27270.6,24-Jan-19,27200,CE,59.3,29.65,328.55,361.3,-32.75,T255,1,2019,16.55,-13.1,0,,
15-01-2019,Tuesday,10:03,27317.6,27383.9,27283.9,27350.2,24-Jan-19,27400,PE,100,50,229.5,205.5,24,T256,1,2019,28.15,24,1,,
16-01-2019,Wednesday,10:03,27405.7,27478.25,27378.25,27450.8,24-Jan-19,27500,PE,100,50,191,222.55,-31.55,T257,1,2019,2.6,-31.55,0,,
17-01-2019,Thursday,10:06,27568.6,27611.65,27511.65,27554.7,24-Jan-19,27500,CE,100,50,211.55,211.5,0.05,T258,1,2019,75.4,25.4,1,,
18-01-2019,Friday,10:06,27550.1,27596.35,27496.35,27542.6,31-Jan-19,27500,CE,100,50,317.75,310,7.75,T259,1,2019,23.15,7.75,1,,
21-01-2019,Monday,10:03,27514.6,27514.6,27428.8,27428.8,31-Jan-19,27600,PE,50,25,269.65,302.4,-32.75,T260,1,2019,0,-25,0,,
22-01-2019,Tuesday,10:03,27526.6,27526.6,27458.4,27458.4,31-Jan-19,27500,CE,50,25,265.9,291.1,-25.2,T261,1,2019,10.1,-14.9,0,,
23-01-2019,Wednesday,12:09,27493.1,27533.25,27433.25,27473.4,31-Jan-19,27500,PE,100,50,210,263.5,-53.5,T262,1,2019,8.5,-41.5,0,,
24-01-2019,Thursday,11:39,27273.5,27301.7,27201.7,27229.9,31-Jan-19,27200,CE,100,50,251.4,284.85,-33.45,T263,1,2019,25.8,-24.2,0,,
25-01-2019,Friday,10:03,27261.4,27348.6,27261.4,27348.6,07-Feb-19,27400,PE,50,25,324,350.75,-26.75,T264,1,2019,1.35,-23.65,0,,
28-01-2019,Monday,10:03,27041.4,27072.6,26972.6,27003.8,07-Feb-19,26900,CE,100,50,430.05,330,100.05,T265,1,2019,100.05,100.05,1,,
29-01-2019,Tuesday,10:03,26616.2,26643.15,26543.15,26570.1,07-Feb-19,26700,PE,100,50,339,393.3,-54.3,T266,1,2019,38.2,-11.8,0,,
30-01-2019,Wednesday,10:33,26789.8,26825.35,26725.35,26760.9,07-Feb-19,26700,CE,100,50,347.9,398.75,-50.85,T267,1,2019,17.9,-32.1,0,,
31-01-2019,Thursday,11:03,26969.2,27007.3,26907.3,26945.4,07-Feb-19,27000,PE,100,50,271.8,171.75,100.05,T268,1,2019,100.05,100.05,1,,
01-02-2019,Friday,11:00,27334.6,27334.6,27276.8,27276.8,14-Feb-19,27300,CE,50,25,329.4,355,-25.6,T269,2,2019,23.85,-1.15,0,,
04-02-2019,Monday,10:03,26974,26974,26916,26916,14-Feb-19,26900,CE,50,25,282.75,313.8,-31.05,T270,2,2019,2.75,-22.25,0,,
05-02-2019,Tuesday,11:54,27226.1,27274.6,27174.6,27223.1,14-Feb-19,27300,PE,100,50,261.7,263,-1.3,T271,2,2019,22.15,-1.3,0,,
06-02-2019,Wednesday,11:21,27326.2,27380.65,27280.65,27335.1,14-Feb-19,27400,PE,100,50,253.3,225,28.3,T272,2,2019,28.3,28.3,1,,
07-02-2019,Thursday,10:39,27424.1,27477.05,27377.05,27430,14-Feb-19,27500,PE,100,50,237.3,298.2,-60.9,T273,2,2019,56.3,6.3,1,,
08-02-2019,Friday,11:21,27302.7,27337.05,27237.05,27271.4,21-Feb-19,27200,CE,100,50,319,374.15,-55.15,T274,2,2019,1.2,-48.8,0,,
11-02-2019,Monday,10:03,27240.5,27277.05,27177.05,27213.6,21-Feb-19,27200,CE,100,50,264,289.8,-25.8,T275,2,2019,12.75,-25.8,0,,
12-02-2019,Tuesday,10:48,27166.9,27256.3,27166.9,27256.3,21-Feb-19,27300,PE,50,25,216,241.9,-25.9,T276,2,2019,5.7,-19.3,0,,
13-02-2019,Wednesday,13:33,27068.8,27126.5,27026.5,27084.2,21-Feb-19,27000,CE,100,50,245.15,185.3,59.85,T277,2,2019,64.65,59.85,1,,
14-02-2019,Thursday,10:03,26978,26978,26878.9,26878.9,21-Feb-19,26900,CE,50,25,214.45,240.35,-25.9,T278,2,2019,11.45,-13.55,0,,
15-02-2019,Friday,10:03,27017.2,27017.2,26896.4,26896.4,28-Feb-19,26900,CE,60.4,30.2,332.25,270.4,61.85,T279,2,2019,61.85,61.85,1,,
18-02-2019,Monday,11:09,26754.6,26807.35,26707.35,26760.1,28-Feb-19,26700,CE,100,50,385.55,338.15,47.4,T280,2,2019,51.45,47.4,1,,
19-02-2019,Tuesday,10:03,26666.6,26737.9,26666.6,26737.9,28-Feb-19,26900,PE,50,25,264,291.25,-27.25,T281,2,2019,0.8,-24.2,0,,
20-02-2019,Wednesday,10:03,26786,26845.55,26745.55,26805.1,28-Feb-19,26800,PE,100,50,218,155,63,T282,2,2019,63,63,1,,
21-02-2019,Thursday,11:33,26994.8,27053.4,26953.4,27012,28-Feb-19,27100,PE,100,50,209.75,190.1,19.65,T283,2,2019,31.5,19.65,1,,
22-02-2019,Friday,11:00,26960.1,27012.5,26912.5,26964.9,07-Mar-19,26900,CE,100,50,344.65,300.7,43.95,T284,2,2019,43.95,43.95,1,,
25-02-2019,Monday,10:51,26934.2,26988.2,26934.2,26988.2,07-Mar-19,27000,PE,50,25,228.45,175.1,53.35,T285,2,2019,53.35,53.35,1,,
26-02-2019,Tuesday,10:03,26853.8,26966.1,26853.8,26966.1,07-Mar-19,26800,CE,56.15,28.075,291.6,320,-28.4,T286,2,2019,0,-28.075,0,,
27-02-2019,Wednesday,10:03,27078.1,27132.2,27078.1,27132.2,07-Mar-19,27200,PE,50,25,230.3,265.9,-35.6,T287,2,2019,0.8,-24.2,0,,
28-02-2019,Thursday,12:00,26878,26941.45,26841.45,26904.9,07-Mar-19,26800,CE,100,50,281.55,285,-3.45,T288,2,2019,27.55,-3.45,0,,
01-03-2019,Friday,10:03,26941,27009.6,26909.6,26978.2,14-Mar-19,27000,PE,100,50,267.6,246,21.6,T289,3,2019,42.9,21.6,1,,
05-03-2019,Tuesday,10:21,27068.2,27097.05,26997.05,27025.9,14-Mar-19,27100,PE,100,50,232.6,128.4,104.2,T290,3,2019,104.2,104.2,1,,
06-03-2019,Wednesday,10:24,27618.1,27666.5,27566.5,27614.9,14-Mar-19,27600,CE,100,50,207.25,234,-26.75,T291,3,2019,30.3,-19.7,0,,
07-03-2019,Thursday,10:03,27661,27661,27604.2,27604.2,14-Mar-19,27600,CE,50,25,194.35,220.4,-26.05,T292,3,2019,0,-25,0,,
08-03-2019,Friday,11:24,27686.2,27733.4,27633.4,27680.6,20-Mar-19,27800,PE,100,50,274.7,230,44.7,T293,3,2019,44.7,44.7,1,,
11-03-2019,Monday,10:03,27840.1,27906.85,27806.85,27873.6,20-Mar-19,28000,PE,100,50,218.35,220.8,-2.45,T294,3,2019,18.45,-2.45,0,,
12-03-2019,Tuesday,10:03,28168.2,28221.3,28121.3,28174.4,20-Mar-19,28200,PE,100,50,219,159,60,T295,3,2019,79.95,60,1,,
13-03-2019,Wednesday,10:03,28480.3,28480.3,28408.8,28408.8,20-Mar-19,28600,PE,50,25,260,296.55,-36.55,T296,3,2019,0.05,-24.95,0,,
14-03-2019,Thursday,10:15,29028.9,29076.05,28976.05,29023.2,20-Mar-19,28900,CE,100,50,251.8,307.9,-56.1,T297,3,2019,44.5,-5.5,0,,
15-03-2019,Friday,10:03,29007,29115.1,29007,29115.1,28-Mar-19,29300,PE,54.05,27.025,315.05,258.8,56.25,T298,3,2019,56.25,56.25,1,,
18-03-2019,Monday,10:42,29521.6,29743.5,29521.6,29743.5,28-Mar-19,29500,CE,110.95,55.475,379.7,435.3,-55.6,T299,3,2019,63.1,7.625,1,,
19-03-2019,Tuesday,10:03,29702.6,29752,29652,29701.4,28-Mar-19,29600,CE,100,50,406.15,457.2,-51.05,T300,3,2019,32.75,-17.25,0,,
20-03-2019,Wednesday,10:12,29769.7,29796.55,29696.55,29723.4,28-Mar-19,29700,CE,100,50,301.5,353.9,-52.4,T301,3,2019,0,-50,0,,
22-03-2019,Friday,10:30,29920.8,29982.7,29920.8,29982.7,04-Apr-19,29900,CE,50,25,431.45,380,51.45,T302,3,2019,51.45,51.45,1,,
25-03-2019,Monday,11:15,29329.4,29329.4,29265.6,29265.6,04-Apr-19,29300,CE,50,25,369.4,361.7,7.7,T303,3,2019,49.4,24.4,1,,
26-03-2019,Tuesday,10:03,29300.4,29368.85,29268.85,29337.3,04-Apr-19,29500,PE,100,50,314.15,208,106.15,T304,3,2019,106.15,106.15,1,,
27-03-2019,Wednesday,10:27,30034.2,30109,30009,30083.8,04-Apr-19,30100,PE,100,50,321.75,380,-58.25,T305,3,2019,57.65,7.65,1,,
28-03-2019,Thursday,10:03,30064.8,30089.95,29989.95,30015.1,04-Apr-19,30200,PE,100,50,335.8,234.3,101.5,T306,3,2019,101.5,101.5,1,,
29-03-2019,Friday,10:03,30480.3,30480.3,30377.6,30377.6,11-Apr-19,30300,CE,51.35,25.675,543,575.7,-32.7,T307,3,2019,34.6,8.925,1,,
01-04-2019,Monday,10:06,30537.6,30591.6,30537.6,30591.6,11-Apr-19,30600,PE,50,25,411,450.75,-39.75,T308,4,2019,3.05,-21.95,0,,
02-04-2019,Tuesday,10:33,30450.1,30450.1,30275.1,30275.1,11-Apr-19,30300,CE,87.5,43.75,430,482.4,-52.4,T309,4,2019,14,-29.75,0,,
03-04-2019,Wednesday,11:36,30440.8,30570.3,30440.8,30570.3,11-Apr-19,30400,CE,64.75,32.375,440.8,477.1,-36.3,T310,4,2019,11.25,-21.125,0,,
04-04-2019,Thursday,10:21,30147.3,30184.35,30084.35,30121.4,11-Apr-19,30100,CE,100,50,358.05,214.4,143.65,T311,4,2019,143.65,143.65,1,,
05-04-2019,Friday,11:15,30002.8,30073.75,29973.75,30044.7,18-Apr-19,29900,CE,100,50,445.75,550,-104.25,T312,4,2019,35.75,-14.25,0,,
08-04-2019,Monday,10:27,30201.5,30230.85,30130.85,30160.2,18-Apr-19,30100,CE,100,50,388,278.8,109.2,T313,4,2019,109.2,109.2,1,,
09-04-2019,Tuesday,10:06,29901.5,29901.5,29770.8,29770.8,18-Apr-19,29900,PE,65.35,32.675,265,307.5,-42.5,T314,4,2019,0,-32.675,0,,
10-04-2019,Wednesday,10:03,29916.6,30046,29916.6,30046,18-Apr-19,30100,PE,64.7,32.35,252.75,287.55,-34.8,T315,4,2019,22.4,-9.95,0,,
11-04-2019,Thursday,10:03,29841.8,29841.8,29751.6,29751.6,18-Apr-19,29700,CE,50,25,300,335.2,-35.2,T316,4,2019,14,-11,0,,
12-04-2019,Friday,11:48,29780.6,29838.8,29738.8,29797,25-Apr-19,29700,CE,100,50,438.5,498.65,-60.15,T317,4,2019,0,-50,0,,
15-04-2019,Monday,10:03,29983.5,30031.35,29931.35,29979.2,25-Apr-19,30100,PE,100,50,285,253.35,31.65,T318,4,2019,39.5,31.65,1,,
16-04-2019,Tuesday,10:03,30236.2,30289.2,30236.2,30289.2,25-Apr-19,30400,PE,50,25,258.45,205.6,52.85,T319,4,2019,52.85,52.85,1,,
18-04-2019,Thursday,10:03,30656.5,30684.3,30584.3,30612.1,25-Apr-19,30400,CE,100,50,272.55,156.9,115.65,T320,4,2019,115.65,115.65,1,,
22-04-2019,Monday,10:03,30282.5,30282.5,30011.4,30011.4,02-May-19,29900,CE,135.55,67.775,402.25,265.25,137,T321,4,2019,137,137,1,,
23-04-2019,Tuesday,10:06,29761.9,29815,29715,29768.1,02-May-19,29700,CE,100,50,350,401.9,-51.9,T322,4,2019,11,-39,0,,
24-04-2019,Wednesday,10:06,29550.5,29599.65,29499.65,29548.8,02-May-19,29500,CE,100,50,304,363.25,-59.25,T323,4,2019,52.65,2.65,1,,
25-04-2019,Thursday,10:03,29927.1,29927.1,29855.4,29855.4,02-May-19,29900,PE,50,25,174.3,121.9,52.4,T324,4,2019,52.4,52.4,1,,
26-04-2019,Friday,10:03,29764.8,29764.8,29694.6,29694.6,09-May-19,29600,CE,50,25,371.95,399.7,-27.75,T325,4,2019,30.25,5.25,1,,
30-04-2019,Tuesday,10:03,29920.4,29920.4,29800.7,29800.7,09-May-19,29600,CE,59.85,29.925,375.65,405.95,-30.3,T326,4,2019,9.4,-20.525,0,,
02-05-2019,Thursday,10:03,29699.8,29752.5,29652.5,29705.2,09-May-19,29800,PE,100,50,246.8,320.5,-73.7,T327,5,2019,55.8,5.8,1,,
03-05-2019,Friday,10:03,29811.7,29858.65,29758.65,29805.6,16-May-19,29900,PE,100,50,340.5,287,53.5,T328,5,2019,99.95,53.5,1,,
06-05-2019,Monday,10:03,29626.5,29657.55,29557.55,29588.6,16-May-19,29700,PE,100,50,325.15,321.8,3.35,T329,5,2019,33.05,3.35,1,,
07-05-2019,Tuesday,10:48,29749.6,29808,29708,29766.4,16-May-19,29700,CE,100,50,378.8,277.15,101.65,T330,5,2019,101.65,101.65,1,,
08-05-2019,Wednesday,10:12,29261.3,29261.3,29178.7,29178.7,16-May-19,29200,CE,50,25,371.7,319.6,52.1,T331,5,2019,52.1,52.1,1,,
09-05-2019,Thursday,10:06,28893.9,28950.65,28850.65,28907.4,16-May-19,29000,PE,100,50,287.75,345.4,-57.65,T332,5,2019,42.75,-7.25,0,,
13-05-2019,Monday,10:57,29026.7,29026.7,28946.3,28946.3,23-May-19,29000,PE,50,25,763.9,790,-26.1,T334,5,2019,0,-25,0,,
15-05-2019,Wednesday,13:09,28925.4,28982.3,28882.3,28939.2,23-May-19,28800,CE,100,50,786.35,526,260.35,T336,5,2019,260.35,260.35,1,,
16-05-2019,Thursday,10:27,28625.9,28669.9,28569.9,28613.9,23-May-19,28500,CE,100,50,724.45,786.9,-62.45,T337,5,2019,0,-50,0,,
17-05-2019,Friday,10:03,28881.4,28934.8,28834.8,28888.2,30-May-19,29000,PE,100,50,836.6,726.45,110.15,T338,5,2019,110.15,110.15,1,,
20-05-2019,Monday,10:06,30230.4,30287.3,30187.3,30244.2,30-May-19,30300,PE,100,50,725,624.85,100.15,T339,5,2019,100.15,100.15,1,,
21-05-2019,Tuesday,10:09,30862.1,30912.65,30812.65,30863.2,30-May-19,30800,CE,100,50,820,695,125,T340,5,2019,125,125,1,,
22-05-2019,Wednesday,10:06,30410.7,30410.7,30334.8,30334.8,30-May-19,30300,CE,50,25,900,930,-30,T341,5,2019,10,-15,0,,
23-05-2019,Thursday,10:03,30962.8,30996.25,30896.25,30929.7,30-May-19,31400,PE,100,50,494.2,388.5,105.7,T342,5,2019,105.7,105.7,1,,
24-05-2019,Friday,10:03,30685.5,30842.7,30685.5,30842.7,06-Jun-19,30700,CE,78.6,39.3,397,444.35,-47.35,T343,5,2019,54.55,15.25,1,,
27-05-2019,Monday,10:03,31234.9,31279.6,31179.6,31224.3,06-Jun-19,31400,PE,100,50,390,286.1,103.9,T344,5,2019,103.9,103.9,1,,
28-05-2019,Tuesday,10:03,31711.3,31737.95,31637.95,31664.6,06-Jun-19,31500,CE,100,50,366.5,431.7,-65.2,T345,5,2019,98.15,48.15,1,,
29-05-2019,Wednesday,10:03,31459.2,31511.8,31459.2,31511.8,06-Jun-19,31400,CE,50,25,343.6,369.55,-25.95,T346,5,2019,28.3,3.3,1,,
30-05-2019,Thursday,10:03,31256.8,31328.7,31228.7,31300.6,06-Jun-19,31400,PE,100,50,266.8,209,57.8,T347,5,2019,77.7,57.8,1,,
31-05-2019,Friday,10:06,31678.9,31747.1,31678.9,31747.1,13-Jun-19,31700,PE,50,25,374.25,401.6,-27.35,T348,5,2019,11.85,-13.15,0,,
03-06-2019,Monday,10:12,31406.1,31406.1,31296.1,31296.1,13-Jun-19,31400,PE,55,27.5,383.95,419.95,-36,T349,6,2019,3.95,-23.55,0,,
04-06-2019,Tuesday,10:03,31532.9,31598.3,31532.9,31598.3,13-Jun-19,31600,PE,50,25,322.9,350,-27.1,T350,6,2019,8.9,-16.1,0,,
06-06-2019,Thursday,10:03,31523.9,31523.9,31436.6,31436.6,13-Jun-19,31400,CE,50,25,300.6,250.2,50.4,T351,6,2019,50.4,50.4,1,,
07-06-2019,Friday,10:03,30943.2,30979.2,30879.2,30915.2,20-Jun-19,30900,CE,100,50,391.2,467.95,-76.75,T352,6,2019,36.65,-13.35,0,,
10-06-2019,Monday,10:03,31259.2,31316.9,31259.2,31316.9,20-Jun-19,31200,CE,50,25,342.5,290.5,52,T353,6,2019,52,52,1,,
11-06-2019,Tuesday,10:24,31172.2,31172.2,31103.1,31103.1,20-Jun-19,31100,CE,50,25,314.5,350,-35.5,T354,6,2019,28.4,3.4,1,,
12-06-2019,Wednesday,10:03,31219.3,31219.3,31123.2,31123.2,20-Jun-19,31100,CE,50,25,251.1,199.3,51.8,T355,6,2019,51.8,51.8,1,,
13-06-2019,Thursday,10:03,30876.8,30932.3,30832.3,30887.8,20-Jun-19,30700,CE,100,50,252.9,312.85,-59.95,T356,6,2019,15.9,-34.1,0,,
21-06-2019,Friday,10:03,30804.9,30804.9,30665.2,30665.2,27-Jun-19,30600,CE,69.85,34.925,267.15,302.55,-35.4,T357,6,2019,21.25,-13.675,0,,
24-06-2019,Monday,10:03,30680.9,30738.6,30680.9,30738.6,04-Jul-19,30700,CE,50,25,300,326.65,-26.65,T358,6,2019,4,-21,0,,
25-06-2019,Tuesday,10:06,30567.7,30567.7,30478.6,30478.6,04-Jul-19,30600,PE,50,25,301.7,327.75,-26.05,T359,6,2019,0,-25,0,,
26-06-2019,Wednesday,10:03,30809.2,30883.9,30783.9,30858.6,04-Jul-19,31000,PE,100,50,305,204.75,100.25,T360,6,2019,100.25,100.25,1,,
27-06-2019,Thursday,10:03,31192.1,31255.45,31155.45,31218.8,04-Jul-19,31300,PE,100,50,276.75,255,21.75,T361,6,2019,80.4,30.4,1,,
28-06-2019,Friday,10:06,31281,31281,31225.7,31225.7,11-Jul-19,31200,CE,50,25,455,396.9,58.1,T362,6,2019,58.1,58.1,1,,
01-07-2019,Monday,10:03,31271,31322.35,31222.35,31273.7,11-Jul-19,31300,PE,100,50,353.15,309.35,43.8,T363,7,2019,60.9,43.8,1,,
02-07-2019,Tuesday,10:03,31414.7,31441.25,31341.25,31367.8,11-Jul-19,31300,CE,100,50,350.55,367,-16.45,T364,7,2019,51.05,1.05,1,,
03-07-2019,Wednesday,10:36,31347.7,31347.7,31295.4,31295.4,11-Jul-19,31400,PE,50,25,313.5,346.35,-32.85,T365,7,2019,2.85,-22.15,0,,
04-07-2019,Thursday,10:03,31471,31526.55,31426.55,31482.1,11-Jul-19,31600,PE,100,50,300,354.85,-54.85,T366,7,2019,19.5,-30.5,0,,
05-07-2019,Friday,10:21,31523.1,31595.85,31495.85,31568.6,18-Jul-19,31500,CE,100,50,380,434.85,-54.85,T367,7,2019,51.2,1.2,1,,
08-07-2019,Monday,10:03,31346.8,31346.8,31144.5,31144.5,18-Jul-19,31100,CE,101.15,50.575,320,213,107,T368,7,2019,107,107,1,,
09-07-2019,Tuesday,10:30,30533.4,30533.4,30389.4,30389.4,18-Jul-19,30400,CE,72,36,332,371,-39,T369,7,2019,3,-33,0,,
10-07-2019,Wednesday,10:03,30618.1,30688.6,30588.6,30659.1,18-Jul-19,30700,PE,100,50,265,332,-67,T370,7,2019,0.1,-49.9,0,,
11-07-2019,Thursday,10:03,30707,30707,30655.2,30655.2,18-Jul-19,30600,CE,50,25,268.9,296.6,-27.7,T371,7,2019,34.75,9.75,1,,
12-07-2019,Friday,10:03,30789.8,30789.8,30725.6,30725.6,25-Jul-19,30600,CE,50,25,301.15,332,-30.85,T372,7,2019,7.15,-17.85,0,,
15-07-2019,Monday,10:03,30688.8,30688.8,30580.1,30580.1,25-Jul-19,30500,CE,54.35,27.175,279.8,224.45,55.35,T373,7,2019,55.35,55.35,1,,
16-07-2019,Tuesday,10:03,30532.7,30532.7,30450.5,30450.5,25-Jul-19,30600,PE,50,25,245,271.95,-26.95,T374,7,2019,0,-25,0,,
17-07-2019,Wednesday,10:03,30622.2,30652.9,30552.9,30583.6,25-Jul-19,30700,PE,100,50,240.05,195.3,44.75,T375,7,2019,47.25,44.75,1,,
18-07-2019,Thursday,10:12,30705.8,30767.85,30667.85,30729.9,25-Jul-19,30700,CE,100,50,184.5,97.75,86.75,T376,7,2019,87.9,86.75,1,,
19-07-2019,Friday,10:03,30515.1,30562.45,30462.45,30509.8,01-Aug-19,30300,CE,100,50,309,208.2,100.8,T377,7,2019,100.8,100.8,1,,
22-07-2019,Monday,10:03,29617.1,29617.1,29501.7,29501.7,01-Aug-19,29300,CE,57.7,28.85,390,421.05,-31.05,T378,7,2019,6,-22.85,0,,
23-07-2019,Tuesday,10:42,29342.4,29342.4,29244.8,29244.8,01-Aug-19,29200,CE,50,25,377.95,325.4,52.55,T379,7,2019,52.55,52.55,1,,
24-07-2019,Wednesday,10:03,29085.4,29177.8,29085.4,29177.8,01-Aug-19,29000,CE,50,25,277.9,320.05,-42.15,T380,7,2019,41.7,16.7,1,,
25-07-2019,Thursday,10:03,28981.1,29022.8,28922.8,28964.5,01-Aug-19,29200,PE,100,50,214.6,270.4,-55.8,T381,7,2019,0,-50,0,,
26-07-2019,Friday,10:48,29062.5,29131.85,29031.85,29101.2,08-Aug-19,29200,PE,100,50,299.1,227.5,71.6,T382,7,2019,89.1,71.6,1,,
29-07-2019,Monday,10:03,29583.4,29583.4,29426.4,29426.4,08-Aug-19,29300,CE,78.5,39.25,331.9,247.3,84.6,T383,7,2019,84.6,84.6,1,,
31-07-2019,Wednesday,10:03,28575.4,28631.9,28531.9,28588.4,08-Aug-19,28700,PE,100,50,288.1,340.05,-51.95,T385,7,2019,0,-50,0,,
01-08-2019,Thursday,10:03,28660.5,28724.2,28660.5,28724.2,08-Aug-19,28700,PE,50,25,258.65,286.7,-28.05,T386,8,2019,1.1,-23.9,0,,
02-08-2019,Friday,10:03,28224.2,28224.2,28139.3,28139.3,14-Aug-19,28000,CE,50,25,464.35,495.8,-31.45,T387,8,2019,38.2,13.2,1,,
05-08-2019,Monday,10:03,27841.2,27841.2,27687.9,27687.9,14-Aug-19,27500,CE,76.65,38.325,483.9,527.5,-43.6,T388,8,2019,28.9,-9.425,0,,
06-08-2019,Tuesday,10:03,27518.5,27778.9,27518.5,27778.9,14-Aug-19,27800,PE,130.2,65.1,359.6,227.2,132.4,T389,8,2019,132.4,132.4,1,,
07-08-2019,Wednesday,10:39,28053.8,28082.65,27982.65,28011.5,14-Aug-19,28000,CE,100,50,319.25,373.2,-53.95,T390,8,2019,19.6,-30.4,0,,
08-08-2019,Thursday,10:03,27840.1,27880.9,27780.9,27821.7,14-Aug-19,27600,CE,100,50,307,361.65,-54.65,T391,8,2019,0,-50,0,,
09-08-2019,Friday,10:12,28293.7,28365.95,28265.95,28338.2,22-Aug-19,28400,PE,100,50,415.9,315,100.9,T392,8,2019,100.9,100.9,1,,
13-08-2019,Tuesday,10:09,28356.8,28356.8,28113.7,28113.7,22-Aug-19,28100,CE,121.55,60.775,340,215.55,124.45,T393,8,2019,124.45,124.45,1,,
14-08-2019,Wednesday,10:03,27885.5,27885.5,27805.2,27805.2,22-Aug-19,27800,CE,50,25,299.05,328.35,-29.3,T394,8,2019,0,-25,0,,
16-08-2019,Friday,10:48,27920.3,27920.3,27786.9,27786.9,29-Aug-19,27900,PE,66.7,33.35,370.8,291.65,79.15,T395,8,2019,79.15,79.15,1,,
19-08-2019,Monday,10:09,28331.2,28396.7,28331.2,28396.7,29-Aug-19,28400,PE,50,25,352,385.4,-33.4,T396,8,2019,27.4,2.4,1,,
20-08-2019,Tuesday,10:03,28163.6,28222.05,28122.05,28180.5,29-Aug-19,28000,CE,100,50,334,335.55,-1.55,T397,8,2019,52.9,2.9,1,,
21-08-2019,Wednesday,10:03,28021,28021,27957.9,27957.9,29-Aug-19,28000,PE,50,25,289.9,330,-40.1,T398,8,2019,20.2,-4.8,0,,
22-08-2019,Thursday,10:03,27690.1,27690.1,27633.5,27633.5,29-Aug-19,27500,CE,50,25,324.6,274,50.6,T399,8,2019,50.6,50.6,1,,
23-08-2019,Friday,10:30,26835.3,26835.3,26719.3,26719.3,05-Sep-19,26900,PE,58,29,409.5,346.7,62.8,T400,8,2019,62.8,62.8,1,,
26-08-2019,Monday,10:03,27663.9,27663.9,27456.9,27456.9,05-Sep-19,27000,CE,103.5,51.75,432.95,490,-57.05,T401,8,2019,49.95,-1.8,0,,
